"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"U7YRMUXM","journalArticle","2022","U. Farooq; R. B. Bass","Frequency Event Detection and Mitigation in Power Systems: A Systematic Literature Review","IEEE Access","","2169-3536","10.1109/ACCESS.2022.3180349","","Modern power systems characterized by complex topologies require accurate situational awareness to maintain an adequate level of reliability. Since they are large and spread over wide geographical areas, it is inevitable that failures will occur. Various generation and transmission disturbances, such as generator and transmission line tripping and load disconnection, give rise to a mismatch between generation and demand, which manifest as frequency events. These events can take the form of negligible frequency deviations or more severe emergencies that can precipitate cascading outages, depending on the severity of the disturbance and efficacy of remedial action schema. The impacts of such events have become more critical recently due to increased levels of renewable penetration and distributed energy resources, which have caused a decline in system synchronous inertia. Due to the repercussions, it is indispensable to arrest such disturbances on time by activating primary frequency control measures. In this paper, a comprehensive systematic literature review is presented on the techniques used for event detection in power systems and the methods of primary frequency response in modern power systems. The paper also highlights the impacts of severe frequency events within power systems.","2022","2025-07-09 04:18:07","2025-07-11 08:11:18","","61494-61519","","","10","","IEEE Access","","","","","","","","","","","","","","","","","","","event detection; Event detection; frequency control; Frequency control; Frequency measurement; low inertia power systems; power blackouts; Power system disturbance; Power system dynamics; Power systems; Reliability; systematic literature review; Systematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N348928H","journalArticle","2022","S. Özyurt; A. F. Coşkun; S. Büyükçorak; G. Karabulut Kurt; O. Kucur","A Survey on Multiuser SWIPT Communications for 5G+","IEEE Access","","2169-3536","10.1109/ACCESS.2022.3212774","","Increasing number of devices connected to the networks, applications and demands of new generation wireless communications cause very high energy consumption resulting in large amount of carbon emission. Thus, energy harvesting solutions together with accomplishing information transmission are required for energy efficient communications of new wireless communications generations such as 5G and 6G (i.e., 5G+). As such, due to the promise of energy efficient green communications, simultaneous wireless information and power transfer (SWIPT) techniques are expected to be indispensable component of 5G+. In this survey, the literature of multiuser SWIPT communications is reviewed for 5G+. Different multiuser SWIPT scenarios including multi-antenna communications, cooperative communications, network coding, communications security, and unmanned aerial vehicle (UAV)-enabled communication systems based on multiuser diversity and multiple access methods are thoroughly reviewed. The experimental studies are also discussed.","2022","2025-07-09 04:18:07","2025-07-11 08:11:17","","109814-109849","","","10","","IEEE Access","","","","","","","","","","","","","","","","","","","5G mobile communication; 6G mobile communication; Autonomous aerial vehicles; cooperative; Energy harvesting; MIMO; MIMO communication; multiple access; multiuser; multiuser diversity; Radio frequency; Receiving antennas; Relays; Simultaneous wireless information and power transfer; SWIPT; Switches; UAV; Wireless communication; Wireless sensor networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4WZEQWJ","journalArticle","2024","S. M. Alqhtani; T. A. Soomro; A. Ali Shah; A. Aziz Memon; M. Irfan; S. Rahman; M. Jalalah; A. H. M. Almawgani; L. A. Bade Eljak","Improved Brain Tumor Segmentation and Classification in Brain MRI With FCM-SVM: A Diagnostic Approach","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3394541","","Cancer associated with the nervous system and brain tumors ranks among the leading causes of death in various countries. Magnetic resonance imaging (MRI) and computed tomography (CT) capture brain images. MRI is pivotal in diagnosing brain tumors and analyzing other brain disorders. Typically, radiologists or experts manually assess MRI images to detect brain tumors and abnormalities in the early stages for appropriate treatment. However, early brain tumor diagnosis is complex, necessitating computerized methods. This research introduces a novel approach for the automated segmentation of brain tumors and a framework for classifying brain tumor regions. The proposed methods comprise several stages: preprocessing, enhancing the coherence of MRI brain images using Contrast Limited Adaptive Histogram Equalization (CLAHE) and diffusion filtering in the first two steps, followed by the segmentation of the region of interest using the Fuzzy C-Means (FCM) clustering technique in the third step. The last step involves classification using the Support Vector Machine (SVM) classifier. The classifier is applied to different brain tumor types, from meningioma to pituitary tumors, utilizing the CE-MRI database. The proposed method exhibits significantly improved contrast and proves the effectiveness of the classification framework, achieving an average sensitivity of 0.977, specificity of 0.979, accuracy of 0.982, and a Dice score (DSC) of 0.961. Furthermore, this method demonstrates a shorter processing time of 0.42 seconds compared to existing approaches. The performance of this method underscores its significance when compared to state-of-the-art methods in terms of sensitivity, specificity, accuracy, and DSC. For future enhancements, it is possible to standardize the approach by incorporating a set of classifiers to increase the robustness of the brain classification method.","2024","2025-07-09 04:18:07","2025-07-11 08:11:16","","61312-61335","","","12","","IEEE Access","","","","","","","","","","","","","","","","","","","Brain; Brain tumor; classification; Computed tomography; contrast limited adaptive histogram equalization; diffusion filtering; Fuzzy C-Means; Image segmentation; Magnetic resonance imaging; Pipelines; segmentation; support vector machine; Support vector machines; Tumors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9L27DYNU","journalArticle","2023","T. J. Lucas; I. S. de Figueiredo; C. A. C. Tojeiro; A. M. G. de Almeida; R. Scherer; J. R. F. Brega; J. P. Papa; K. A. P. da Costa","A Comprehensive Survey on Ensemble Learning-Based Intrusion Detection Approaches in Computer Networks","IEEE Access","","2169-3536","10.1109/ACCESS.2023.3328535","","Machine learning algorithms present a robust alternative for building Intrusion Detection Systems due to their ability to recognize attacks in computer network traffic by recognizing patterns in large amounts of data. Typically, classifiers are trained for this task. Together, ensemble learning algorithms have increased the performance of these detectors, reducing classification errors and allowing computer networks to be more protected. This research presents a comprehensive Systematic Review of the Literature where works related to intrusion detection with ensemble learning were obtained from the most relevant scientific bases. We offer 188 works, several compilations of datasets, classifiers, and ensemble algorithms, and document the experiments that stood out in their performance. A characteristic of this research is its originality. We found two surveys in the literature specifically focusing on the relationship between ensemble techniques and intrusion detection. We present for the last eight years covered by this survey a timeline-based view of the works studied to highlight evolutions and trends. The results obtained by our survey show a growing area, with excellent results in detecting attacks but with needs for improvement in pruning for choosing classifiers, which makes this work unprecedented for this context.","2023","2025-07-09 04:18:07","2025-07-11 08:11:18","","122638-122676","","","11","","IEEE Access","","","","","","","","","","","","","","","","","","","Bagging; Computer networks; Computer security; Cybersecurity; ensemble learning; Ensemble learning; Intrusion detection; intrusion detection systems; machine learning; Machine learning; Protocols; Random forests; Surveys","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCWHEIPZ","conferencePaper","2022","","SCSE 2022 Conference Proceedings","2022 International Research Conference on Smart Computing and Systems Engineering (SCSE)","2613-8662","","10.1109/SCSE56529.2022.9905133","","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","2022-09-01","2025-07-09 04:18:07","2025-07-11 08:11:26","","i-cdii","","","5","","","","","","","","","","","","","","","","","Journal Abbreviation: 2022 International Research Conference on Smart Computing and Systems Engineering (SCSE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 International Research Conference on Smart Computing and Systems Engineering (SCSE)","","","","","","","","","","","","","","",""
"7S53UY89","conferencePaper","2023","","ICCE-Taiwan 2023 Conference Proceedings","2023 International Conference on Consumer Electronics - Taiwan (ICCE-Taiwan)","2575-8284","","10.1109/ICCE-Taiwan58799.2023.10226807","","","2023-07-17","2025-07-09 04:18:07","2025-07-11 08:11:31","","1-891","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2023 International Conference on Consumer Electronics - Taiwan (ICCE-Taiwan)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 International Conference on Consumer Electronics - Taiwan (ICCE-Taiwan)","","","","","","","","","","","","","","",""
"TB3M36YF","conferencePaper","2024","","Table of Content","2024 International Conference on Communication, Computer Sciences and Engineering (IC3SE)","","","10.1109/IC3SE62002.2024.10592915","","","2024-05-09","2025-07-09 04:18:07","2025-07-11 08:11:33","","1-22","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 International Conference on Communication, Computer Sciences and Engineering (IC3SE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 International Conference on Communication, Computer Sciences and Engineering (IC3SE)","","","","","","","","","","","","","","",""
"2NL5KB5Q","conferencePaper","2024","","ICCPCT 2024 TOC","2024 7th International Conference on Circuit Power and Computing Technologies (ICCPCT)","","","10.1109/ICCPCT61902.2024.10673098","","","2024-08-08","2025-07-09 04:18:07","2025-07-11 08:11:34","","i-xxxvii","","","1","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 7th International Conference on Circuit Power and Computing Technologies (ICCPCT)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 7th International Conference on Circuit Power and Computing Technologies (ICCPCT)","","","","","","","","","","","","","","",""
"MMAHICQG","conferencePaper","2024","","APWC 2024 Final Program","2024 IEEE-APS Topical Conference on Antennas and Propagation in Wireless Communications (APWC)","2766-287X","","10.1109/APWC61918.2024.10701920","","","2024-09-02","2025-07-09 04:18:07","2025-07-11 08:11:36","","i-xliii","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE-APS Topical Conference on Antennas and Propagation in Wireless Communications (APWC)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE-APS Topical Conference on Antennas and Propagation in Wireless Communications (APWC)","","","","","","","","","","","","","","",""
"RTSYJI8I","conferencePaper","2024","","Papers by Title","2024 11th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","","","10.1109/EECSI63442.2024.10776256","","","2024-09-26","2025-07-09 04:18:08","2025-07-11 08:11:43","","1-7","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 11th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 11th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","","","","","","","","","","","","","","",""
"C48FH3W5","conferencePaper","2024","","Technical Program","2024 IEEE 22nd International Conference on Industrial Informatics (INDIN)","2378-363X","","10.1109/INDIN58382.2024.10774326","","","2024-08-18","2025-07-09 04:18:08","2025-07-11 08:11:35","","1-87","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE 22nd International Conference on Industrial Informatics (INDIN)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE 22nd International Conference on Industrial Informatics (INDIN)","","","","","","","","","","","","","","",""
"K3X3IS87","conferencePaper","2023","","Consolidated Review Comments","2023 International Conference on Recent Trends in Electronics and Communication (ICRTEC)","","","10.1109/ICRTEC56977.2023.10111922","","Consolidated review comments.","2023-02-10","2025-07-09 04:18:08","2025-07-11 08:11:29","","1-43","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2023 International Conference on Recent Trends in Electronics and Communication (ICRTEC)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 International Conference on Recent Trends in Electronics and Communication (ICRTEC)","","","","","","","","","","","","","","",""
"Y9SGQTGQ","conferencePaper","2024","","Author Index","2024 11th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","","","10.1109/EECSI63442.2024.10776204","","","2024-09-26","2025-07-09 04:18:08","2025-07-11 08:11:42","","1-25","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 11th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 11th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","","","","","","","","","","","","","","",""
"7KHTRJED","conferencePaper","2024","","CCWC 2024 Cover Page","2024 IEEE 14th Annual Computing and Communication Workshop and Conference (CCWC)","","","10.1109/CCWC60891.2024.10427915","","","2024-01-08","2025-07-09 04:18:08","2025-07-11 08:11:31","","c1-c6","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 IEEE 14th Annual Computing and Communication Workshop and Conference (CCWC)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE 14th Annual Computing and Communication Workshop and Conference (CCWC)","","","","","","","","","","","","","","",""
"S7PU7EUF","conferencePaper","2024","","Table of Content","2024 11th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","","","10.1109/EECSI63442.2024.10776290","","","2024-09-26","2025-07-09 04:18:08","2025-07-11 08:11:44","","1-8","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 11th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 11th International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","","","","","","","","","","","","","","",""
"AD48LWBF","conferencePaper","2024","","ICEAA 2024 Final Program","2024 International Conference on Electromagnetics in Advanced Applications (ICEAA)","2766-2284","","10.1109/ICEAA61917.2024.10701991","","","2024-09-02","2025-07-09 04:18:08","2025-07-11 08:11:37","","i-xliii","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2024 International Conference on Electromagnetics in Advanced Applications (ICEAA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 International Conference on Electromagnetics in Advanced Applications (ICEAA)","","","","","","","","","","","","","","",""
"HXWKIID3","conferencePaper","2023","","Technical Paper Table of Contents","ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","2379-190X","","10.1109/ICASSP49357.2023.10096024","","","2023-06-04","2025-07-09 04:18:08","2025-07-11 08:11:29","","12-255","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","","","","","","","","","","","","","",""
"E43YA65A","conferencePaper","2024","","NOMS 2024 Cover Page","NOMS 2024-2024 IEEE Network Operations and Management Symposium","2374-9709","","10.1109/NOMS59830.2024.10575665","","","2024-05-06","2025-07-09 04:18:08","2025-07-11 08:11:32","","c1-c44","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: NOMS 2024-2024 IEEE Network Operations and Management Symposium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOMS 2024-2024 IEEE Network Operations and Management Symposium","","","","","","","","","","","","","","",""
"4D6L9NJ2","conferencePaper","2022","","CICED 2022 Conference Proceeding","2022 China International Conference on Electricity Distribution (CICED)","2161-749X","","10.1109/CICED56215.2022.9929149","","Presents the front cover, title page, or splash screen of the proceedings record.","2022-09-07","2025-07-09 04:18:08","2025-07-11 08:11:28","","1-1825","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2022 China International Conference on Electricity Distribution (CICED)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 China International Conference on Electricity Distribution (CICED)","","","","","","","","","","","","","","",""
